WineryName	Count
Viberti Giovanni	1075
Girolamo Russo	1074
Brigaldara	1072
Château Les Grands Chênes	1072
Domaine Denis Mortet	1072
Château Pipeau	1071
Blue Nun	1067
Dunn	1065
Château Canon-La-Gaffelière	1064
Miliasso	1063
Vinícola Real	1062
Raveneau	1058
Calamares	1057
Château Marquis de Terme	1057
Château Leboscq	1054
Cremaschi Furlotti	1054
Château Pierrail	1053
Alain Jaume	1050
Luiz Argenta	1049
Domaine Raspail-Ay	1049
Ossian	1049
Dominio de Cair	1049
La Vicalanda	1048
Vieux Château Certan	1048
Kleine Zalze	1048
Vasse Felix	1048
Reguta	1047
Bruno Rocca	1046
Castillo Clavijo	1046
Faustino Rivero Ulecia	1043
Newton	1039
Torre Oria	1039
Château Lamothe-Bergeron	1038
Hannes Reeh	1038
Primarius	1037
Passione Natura	1036
Domaine Taupenot-Merme	1034
Château Siran	1033
Cambria	1032
Château de Ferrand	1031
Château Capbern	1029
Château de Mercuès	1028
Pierre Usseglio	1027
Volver	1027
Tenuta di Renieri	1026
Raimat	1026
Fuligni	1025
La Gerla	1025
Rosenblum Cellars	1024
Canalicchio di Sopra	1024
St. Supéry	1024
Brovia	1023
B Side	1022
Château La Fleur de Boüard	1020
Il Capolavoro	1019
Georges Vigouroux	1017
Château Charmail	1016
Quilceda Creek	1015
Castello della Paneretta	1015
Château Bouscassé	1014
Château du Retout	1014
Château Tronquoy-Lalande	1012
Bodegas Corral-Don Jacobo	1010
Château Monbousquet	1010
Couly-Dutheil	1010
Château La Pointe	1009
Château de Lamarque	1008
Bigi	1006
Manara	1006
La Val	1004
Collosorbo	1002
Château Fourcas Hosten	1002
Bonneau du Martray	1002
Fratelli Serio & Battista Borgogno	1000
Azabache	999
Domaine Marquis d'Angerville	995
Weingut Max Ferd. Richter	994
Fattoi	994
Black Saint Peter	993
V9	993
Leon Beyer	991
Castello Romitorio	990
Domaine Jean Grivot	990
Martin Ray	989
Alves de Sousa	988
Domaine G. Roumier	987
Géantet-Pansiot	986
Monólogo	985
Michel Juillot	984
Estancia	982
Vila Regia	981
G. Milazzo	980
Hospices de Beaune	980
Château Bellevue	979
Glen Carlou	979
Château de la Rivière	978
Lake Chalice	976
Rabble	975
Nuiton-Beaunoy	975
Peju	974
Abkhazia	974
Philippe Leclerc	974
Dona Maria	974
Montigoli	973
Don Valentin Lacrado	972
Maison Leroy	967
Dreissigacker	967
Corte Giara	966
Viñedos y Bodegas Muñoz	965
La Magia	964
Georg Breuer	963
Yllera	963
Château Chantalouette	963
Château Belregard-Figeac	962
Château Tour de Pez	962
Arca Nova	962
Albino Rocca	962
Tyrrell's	962
Château Fongaban	961
Maximin Grünhaus	961
Ascheri	957
Château de Ribebon	955
Cruz de Alba	952
Château Castera	951
Celaya	951
Cantine Pellegrino	950
Château de Vaudieu	949
Château Fortia	948
Mustiguillo	948
Château Fourcas Dupré	948
Messapi	947
Château Plince	946
Petaluma	946
Cantina Vignaioli del Morellino di Scansano	945
La Bastide Blanche	945
Capezzana	944
Château Dalem	943
Carlo Rossi	940
Backsberg	940
Schug	937
Château de Fonbel	936
Murrieta's Well	935
Jim Barry	935
Château Haut-Bergey	934
Villa Wolf	934
Château Puygueraud	934
St Hugo	934
Chalk Hill	932
Château Boutisse	931
Abbadia Ardenga	931
Oops	930
Château Tamagne	928
Collezione di Paolo	928
Malondro	927
Clos Rougeard	926
Château du Glana	926
Passopisciaro	925
Tenuta Pule	924
Poggio di Sotto	923
Quinta do Noval	923
Paolo Bea	923
Reichsrat von Buhl	923
Nicolas Joly	923
Casarena	922
Rib Shack	921
Anakena	919
Giordano	919
Cecilia Beretta	918
Vicchiomaggio	918
Gabriel Meffre	917
Museum	915
Domaine Daniel Rion & Fils	914
Domaine Drouhin-Laroze	912
Marquis de Greyssac	912
Château Haut-Beauséjour	910
Château Pavie Macquin	908
Cantina Tollo	906
Quintay	906
Conti Costanti	906
Château Marjosse	906
Domaine Comte Georges de Vogüé	906
Château Liversan	906
Château Peymouton	905
Chandon de Briailles	904
Lamadrid	904
Cantolio	902
Gitton Père & Fils	901
Broadbent	900
Château Rayas	898
Turning Leaf	897
Dal Pizzol	896
Roc de Cambes	893
Pinord	893
Bruni	892
Château Beauregard	892
Altanza	890
Domaine Ponsot	889
E. Pira & Figli	889
Granja Amareleja	889
Marqués de Vizhoja	888
Freixenet	886
Falling Feather	885
Pierre Amadieu	885
Pangea	884
Château l'Évangile	884
Carta Roja	883
Château Brown	883
Luc Pirlet	883
Jean Foillard	883
Ferdinando Principiano	883
Claude Val	882
Elena Walch	882
Château Rauzan-Gassies	880
Apollonio	879
Château Boyd-Cantenac	876
Domaine Rossignol-Trapet	876
Michel Redde	875
Château Siaurac	874
Le Casine	872
Chunky	871
Roger Sabon	871
Domaine Weinbach	869
Kopke	869
Gaía	868
Clos Floridène	866
Buehler	865
Figli d'Italia	864
Don Mendo	862
Château de la Commanderie	862
Vavasour	860
Château Saint-Germain	859
Domaine des Lambrays	857
Araldica	857
La Spinetta	857
Colores del Sol	856
La Cacciatora	854
Sant'Orsola	853
Duca di Salaparuta	853
Lizard	853
Pétrus	852
Bodega Emina	850
Vidigal	849
Cavas del Mogor	845
Wolfberger	844
Portia	844
Laurent Miquel	843
Villadoria	843
Viña Zaco	841
Tabali	841
Artesa	841
Château La Cardonne	839
Canepa	839
Henri Badoux	838
Shaw + Smith	837
Mount Pleasant	836
Maison Carles	836
Marco Felluga	835
Château Lamothe-Cissac	835
Domaine de la Baume	835
Agro de Bazán	832
Ironstone	831
Louis Michel & Fils	830
Château La Couronne	829
Château du Bousquet	829
Isabelle et Pierre Clement (Domaine de Chatenoy)	829
Notte Rossa	829
Vetus	828
Aquinas	828
Buena Vista	828
Pelissero	827
Cantina Vignaioli	827
Leonetti	826
Fratelli Alessandria	826
Château des Laurets	825
Graham Beck	824
SalvaTerra	823
Château Petit-Village	821
Château Nénin	821
Reynolds Wine Growers	821
Domaine Pierre Gelin	820
Kressmann	820
Domaine Chante Cigale	820
Casa da Passarella	820
Les Costières de Pomerols	819
Château de Nalys	818
Confidencial	817
Botter	817
Comte Lafond	817
Caves Saint-Pierre	817
Tenuta La Fuga	817
Cape Mentelle	816
Tenuta Valleselle	816
Château David Beaulieu	814
La Jota	814
Tenuta Carretta	812
Château La Tour de Bessan	812
LZC	811
Matanzas Creek	809
Whitehall Lane	806
Gran Appasso	806
Valentini	805
Pasas	801
Gravner	801
Château La Fleur-Pétrus	800
Tenuta di Sesta	799
Te Mata	799
Las Nubes	798
Southern Right	798
Nigl	797
As Laxas	795
Château Brillette	794
Venturini	794
Guy Saget	793
Venta Las Vacas	791
Château les Tuileries	791
Carlo Sani	791
Cillar de Silos	790
Boneshaker	789
Pieroth	789
Domaine de Montille	788
Domaine Bruno Clair	788
50° Degree	788
Roagna	788
Domaine Raymond Usseglio & Fils	784
Domaine Arlaud	783
Clos de l'Oratoire	781
Château Coutet	781
Château Lassègue	781
Château Marquis d'Alesme	778
Gianni Gagliardo	777
Claude Dugat	777
Spottswoode	776
Château Saint Andre	776
Monopole	775
Casa Venturini	774
Domaine des Perdrix	774
Le Potazzine	773
Gran Familia	771
Passitivo	771
Domaine Tollot-Beaut	769
Château Lestage Simon	769
Domaine Vacheron	768
Siro Pacenti	768
Girlan	768
Briego	768
Reservado	766
Terra d'Oro	766
Marimar Estate	765
Château Croizet-Bages	764
Quinta do Mouro	763
Rafael Palacios	761
ZD Wines	761
Chacabuco	761
Château Desmirail	761
Terroir Al Límit Soc. Lda	759
Chemin des Papes	758
Coldstream Hills	758
Moura Basto	757
Antares	756
Mancura	756
Scarpa	755
Château Ramage La Batisse	755
Chivite	754
Rio Sol	753
Bodegas y Viñedos U.V.R	751
Fabiano	751
Château La Conseillante	750
Château Le Bourdieu	750
Casa Perini	746
Château Dassault	746
Yves Cheron	745
Podere 414	745
Ole Martin Alfsen-OMA	745
The Eyrie Vineyards	744
Château Barde-Haut	742
Château Pineraie	741
La Pousse d'Or	741
Domaine Breton-Catherine & Pierre Breton	740
Rimauresq	738
Tesco	737
Château Fonroque	737
Bodegas José L. Ferrer	734
Quinta do Morgado	734
Cascina Ballarin	732
Les Crêtes	732
Neirano	731
Enrique Foster	729
Château Fonréaud	728
Burmester	728
Château Haut-Surget	727
Bouchard Finlayson	726
Château Lalande	725
Martinborough Vineyard	724
Taurino	723
Prà	723
Château Pey de Pont	723
Château Lafitte-Tramier	722
90+ Cellars	721
Franz Hirtzberger	721
Château Fontesteau	720
Umberto Cesari	720
Estefanía	720
Paradigm	720
Bodegas La Catedral	719
Château La Gorce	719
Lvnae	719
Cave Vinicole de Hunawihr	718
Cullen	718
Château Gravet Renaissance	718
Trader Joe's	717
Grande Arche	716
Château Rouget	715
Torre Zambra	713
L'Ecole No 41	713
Mayacamas	712
Merryvale	710
Áster	710
Domaine du Cayron	710
Balduzzi	709
Casa Ermelinda Freitas	708
Château Bourgneuf (Vieux Château Bourgneuf)	708
Concannon	707
Kühling-Gillot	707
Domaine Pichot	707
Sordo	707
Otaviano	707
Cantina Sampietrana	707
Domaine du Grand Tinel	707
Denavolo Rivergaro	705
Clos des Menuts	705
Charles Joguet	705
Château Cap de Faugères	704
di Lenardo	704
Château de Puligny Montrachet	704
Lupé-Cholet	703
Fox Grove	703
Château Saint-Roch	702
Domaine Joseph Roty	701
Valdivieso	700
Marani	700
Auguste Clape	700
Erben	699
Izadi	699
Simonnet-Febvre	699
Domaine Rapet	698
Domaine Juliette Avril	697
Brunelli	697
Château Puy-Blanquet	695
Bom Juiz	693
Elvio Cogno	692
Seven Falls	692
Conn Creek	692
Landron	691
Monte Faustino	691
Saxum	690
Katnook	690
Château Loudenne	689
Clos Rene	689
Marques de Toledo	689
A. Rafanelli	689
Sani	688
Odette	688
Domaine Arnoux-Lachaux	687
De Forville	687
Venica & Venica	687
Marcarini	686
Château Grand Corbin-Despagne	686
Ferraton Père & Fils	685
Château Bouscaut	685
Lazy Bones	684
Grosset	684
Cave de Lugny	683
Amore Passo	683
Casa Montes	682
Ramey	682
Broc Cellars	681
Kaesler	681
Paso Creek	681
La Hacienda	681
Uccelliera	681
Celler de Capçanes	680
Oveja Negra	679
Château Latour Camblanes	679
Louis Jadot-Domaine Gagey	678
Quinta dos Roques	678
Adega Mayor	678
Le Ragnaie	677
Delicato	677
Salvioni	677
Moss Wood	676
Château la Vieille Cure	675
Castelli Martinozzi	675
Poggio Scalette	674
Château Coucheroy	673
Hudelot-Noëllat	673
Château Maucoil	673
Giuseppe Cortese	671
Château Taillefer	671
Poderi dal Nespoli	670
J.M. Boillot	670
Comportillo	670
Château Les Eyquem	668
Veo	668
Santiago Ruiz	667
Château la Négly	667
CK Mondavi	667
Château Fonplégade	667
Viñedos Hermanos Hernáiz	667
Masson-Dubois	666
Château Petit Bocq	666
Château Lafitte	666
Attems	666
Château Mazeyres	666
Pueblo del Sol	666
Buglioni	664
Château Grand Barrail Lamarzelle Figeac	664
Château Musset Chevalier	663
Domecq	663
Losada	661
If You See Kay	661
Château Mongravey	661
Nittardi	660
Rey de Copas	659
Château Haut-Sarpe	659
Tamarí	659
Château Valandraud	658
Marietta	657
Cà Montini	657
Tomàs Cusiné	657
Petra	656
Merrain Rouge	656
Domaines Schlumberger	655
Paringa Estate	654
Foradori	654
Château Le Grand Verdus	653
Ca' del Bosco	653
Clos du Mont-Olivet	651
Prime Wine	650
TerraNoble	649
Château Larose Perganson	648
Jean-Jacques Confuron	646
Domaine Nicole Lamarche	645
Mount Mary	644
Batch No. 198	644
Thevenet Quintaine	643
Château Quinault l'Enclos	643
Frentana	642
Domaine Philippe Charlopin-Parizot	642
Pascal Cotat	641
Paul Blanck	639
Lucien Crochet	638
Cazes	638
Pasquier Desvignes	638
Christian Moreau Pere & Fils	637
Collazzi	636
Domaine de Terrebrune	636
Domaines Bunan	636
Château Joanin Bécot	635
Château Mangot	635
Château Picque Caillou	634
Château Pindefleurs	634
St. Clement	633
Stobi	633
Benanti	632
Château Grand-Pey-Lescours	632
Herdade de Coelheiros	632
Rex Hill	631
Flagstone	629
Altamura	629
Hartford Court	629
Baltasar Gracián	627
Zen of Zin	627
Château de la Dauphine	627
Château Labrousse	627
Tenute Guicciardini Strozzi	626
Alain Voge	626
Indomita	626
Château Cote de Baleau	625
Drostdy-Hof	624
Gattavecchi	624
La Boscana	623
Tenuta San Giorgio	623
Château Noaillac	623
Ciù Ciù	622
Domaine Font de Michelle-Gonnet Père & Fils	621
Château D'Hanteillan	619
Ramón Roqueta	619
Black Ink	618
Quinta de La Rosa	618
Les Grandes Serres	617
Château des Annereaux	616
Domaine Olga Raffault	616
Jean Bouchard	615
Josetta Saffirio	615
Montebuena	615
Château Garraud	614
Vanitá	614
Le Chai au Quai	613
Selvapiana	613
Pascal Bouchard	613
Bernard Baudry	612
Crystallum	611
Itinera Prima Classe	610
The Seventy Five Wine Company (Est. 75)	609
Château Lafleur-Gazin	608
Domaine de Marcoux	608
Francesco Rinaldi & Figli	607
Sierra Cantabria	607
Vila Santa	606
Château Sixtine	606
Pride Mountain Vineyards	605
Ara	604
Principe Corsini	604
Château Vieux Manoir	603
Dominio do Bibei	602
Stephane Montez-Domaine du Monteillet	600
Joblot	600
Château Dutruch Grand Poujeaux	600
Michel Gros	599
Château Haut-Segottes	599
Château Laroze	598
Librandi	598
Foppiano Vineyards	597
Weingut Knoll	597
Peachy Canyon	597
Señorío de Sarria	597
Dourthe N°1	596
Château Thieuley	595
Château Le Boscq	595
Quinta do Côtto	595
Matusko	594
Remoissenet Père & Fils	594
Château d'Yquem	593
Robert Craig	592
Château l'Enclos	592
Château Laffitte Laujac	592
Georges Lignier et Fils	592
Diamond Creek	591
Alfredo Roca	591
Château les Carmes Haut-Brion	591
Château Roubine	591
Yali	590
Enrico Serafino	590
Anderson's Conn Valley Vineyards	590
Château Saint-André Corbin	589
Hanna	589
Spice Route	588
Château La Tour Figeac	588
Cave Saint Désirat	587
Domaine Jacques Prieur	586
Il Marroneto	586
ARPEPE	585
Bartoli Giusti	585
Cantine Birgi	583
Le Salette	583
Verbena	583
Domaine Marc Morey & Fils	582
Joao Portugal Ramos	582
Sichel	582
João Pires	582
Mirafiore	582
Rascal	581
Boland	580
Château Plantey	580
Douglas Green	580
Marqués del Puerto	579
Keenan	579
Castelluccio	578
Dominio de Eguren	576
Tenute Dettori	575
Panizzon	574
Barceliño	574
Rocca di Montegrossi	573
Château Bel Air Gloria	573
Tenuta di Lilliano	572
Ballaturi	572
Domaine des Remizières	572
Cuvée Jean-Paul	572
Château Haut-Brisson	572
Château Grand Mayne	571
Château Marsac Séguineau	571
Château Deyrem Valentin	570
Château Ferran	570
Château Lapelletrie	570
Chevalier de Bayard	570
Weingüter Wegeler	570
Azelia	569
Villa Girardi	569
Bowen Estate	568
André Goichot	568
Harlan Estate	568
Sassetti Livio	567
Ortas-Cave de Rasteau	567
Ramirana	566
Nostros	566
Montelciego	566
Quinta Milú	565
Soldepeñas	564
Woodwork	564
Auguste Bessac	564
Borsao Bodegas	564
Domaine du Grapillon d'Or	564
Buçaco	564
Tenuta Friggiali	564
Château Preuillac	563
Jorge Rosa Santos	563
Cloof	563
Clos Pegase	562
Anne Amie Vineyards	562
Château Perenne	562
Domaine Perrot-Minot	561
Château Haut-Maillet	561
Ultimo Passo	561
Kellerei . Cantina KALTERN	560
Trerose	559
Château de La Maltroye	559
Poderi del Paradiso	558
Robert Groffier	558
Château Lestage	558
Castello di Amorosa	557
Black Sage Vineyard	557
Château Grand-Pontet	556
Château Reysson	556
Domaine de Cristia	555
Domaine Saint Préfert	554
Burgess	552
Valtea	552
Villa Cerro	551
Peyre Rose	551
Waterbrook	550
David Bruce	550
Domaines Ott	549
Condado de Oriza	549
Château La Cabanne	549
Castello di Meleto	548
Château Belles-Graves	547
Anubis	547
Louis Jadot-Domaine Duc de Magenta	546
False Bay	546
António Saramago	546
Château Haut-Bages Monpelou	546
Quasso	545
Paul Prieur & Fils	545
Beaux Frères	544
Dievole	544
Château Larcis Ducasse	543
Colomé	543
Antoniolo	543
Collemattoni	543
Pradorey	542
MAN	542
Norte 32	542
Château de Malleret	542
Vieux Papes	542
Tini	542
Celler del Roure	541
Adega Ponte da Barca	541
Dr. Von Bassermann-Jordan	539
Château Fontenil	539
A.F. Gros	538
Jean-Jacques Auchère	537
Château de Thauvenay	537
Terre di Talamo	537
Squealing Pig	536
Pasetti	536
Clos Saint Michel	535
Rodríguez Sanzo	535
Saint Auriol	534
Château Rozier	534
Palladino	534
Il Pozzo	534
Château Mayne-Vieil	533
Tenuta di Gracciano della Seta	533
Charles et Francois Tardy	532
Koehler-Ruprecht	532
Monte Ducay	532
The Federalist	531
Monte da Ravasqueira	531
Château Couhins-Lurton	531
Château Rahoul	531
Plaisir de Merle	530
V. Sattui	530
La Carraia	530
Viña Sastre	529
Le Chiantigiane	529
Château de Terrefort-Quancard	528
Château Monbrison	527
Domaine de la Charbonnière	527
Peter Michael	527
La Mozza	527
Barossa Valley Estate	527
Cave de Beblenheim	526
Château Carteau	526
B.R. Cohn	525
Vignobles J. Dupuy	525
Les Courlandes	525
Loimer	524
Domaine Laurent Tribut	524
Château Grand Corbin	523
Riondo	523
Cloud Break	522
Château La Grange Clinet	522
Domaine Gaston & Pierre Ravaut	521
Martinet	521
Barale Fratelli	521
Heredad Mestral	521
Saint Lambert	520
Daniel-Etienne Defaix	520
Serafin Père & Fils	519
Willi Schaefer	519
Lievland Vineyards	519
Château de Marsannay	518
Château Doisy-Daëne	518
Despagne-Rapin	517
Château Haut Pougnan	517
Spring Mountain Vineyard	515
Château du Cleray	514
Domaine de Cazeau et Perey	514
Château Clement-Pichon	514
Yvecourt	513
Tua Rita	513
Château Gaudin	513
Logodaj Winery	512
Mas des Bressades	512
Storybook Mountain	512
Best's	511
Poderi Colla	511
Château La Grave Figeac	510
Sonoma-Loeb	510
Château Pibran	510
Cupertinum	510
Liberalia	510
Château Baret	510
Grover Zampa	509
Hangtime	509
Kourtaki	509
Cardinale	509
Accordini	509
Château Tour Seran	507
Veiga da Princesa	507
Morin Pere & Fils	507
San Patrignano	506
Château d’Aussières	506
Bartolo Mascarello	506
Vignobles Rollet	505
Robert Sinskey	505
Château Laffitte-Carcasset	505
Château Prieure-Les-Tours	504
Viña Olabarri	504
Marchigüe	504
Weingut Gottardi	504
Familia Nueva Vineyards	504
Flaco	503
Château de Pennautier	503
Cantina del Dolcetto di Dogliani	502
Rectoral de Amandi	502
Bodega Privada	502
Pepperwood Grove	502
Anselmann	501
Reserva dos Amigos	501
Château Clauzet	501
Latium Morini	501
Alain Gautheron	500
El Círculo	500
Andrea Oberto	500
Philip Togni	500
Côtes Rocheuses	499
Pietroso	499
Chateau Lalaurie	498
Château Perron	498
Tsantali	498
Cellier du Rhône	498
Château Tour des Termes	498
Lou Dumont	498
Château Le Bon Pasteur	498
Château Jean Faure	497
Rioja Vega	497
Roberto Voerzio	496
Pierre André	496
Château Lacombe Noaillac	496
Domaine de la Cote de l'Ange	496
Viticcio	496
Domaine Aux Moines	495
Il Tauro	495
Casar de Burbia	495
Château Yon-Figeac	494
Novacorte	494
Domaine du Castel	494
Tenuta Corte Pavone	494
Gallo Signature Series	493
California Square	493
Casa Capriolo	492
Mocali	492
de Gras	491
Château Pech-Latt	491
Bodegas Bianchi	490
Murviedro	490
Château Soutard	490
Château la Haye	489
Château Gaillard	489
Conde de Los Andes	488
Château Corbin	488
Famiglia Grillo	488
Château Vieux Lartigue	488
Château La Grave (Trigant de Boisset)	487
Colterenzio (Schreckbichl)	487
Pierre Damoy	487
Jean Pabiot	487
Château La Couspaude	487
Domaine Duroché	487
Menade	486
Herdade Paço do Conde	486
Louis Guntrum	486
Domaine Les Pallières	485
Bouquey-Rivallon	485
Schroeder	485
Dorgali	485
Barone Fini	485
Domaine Georges Mugneret-Gibourg	485
Quinta de Foz de Arouce	484
Cain	482
Menhir	481
Robertson Winery	481
Heymann-Löwenstein	481
Schola Sarmenti	481
XA Vinos Domecq	480
Pépière	480
Berselli & Olivieri	480
Vicentin	479
Château La Grace Dieu-Les Menuts	479
Inurrieta	479
Domaine Henri Gouges	478
Château de Pommard	478
Château Larmande	477
Dulcinea Santos Ferreira	477
Alto de la Ballena	477
Domaine Leroy	476
PAITIN	475
Château du Domaine de l'Eglise	475
Herdade da Farizoa	475
Monteviejo	475
Fasoli Gino	475
Château Coutelin-Merville	475
Davis Bynum	474
Bressan	474
Château La Croix	472
De Muller	472
Pierre Jean Larraqué	470
Sextant	469
Château de Ricaud	467
Domaine de Pallus	467
Domaine du Gour de Chaule	466
Fontanário de Pegões	466
Pergola	465
Château Marsau	465
Domaine de l'Arlot	465
Château La Croix de Gay	464
Domaine Pierre Amiot et Fils	464
Château Beausejour	464
Château Bonalgue	464
Forstmeister Geltz-Zilliken	464
Château La Serre	463
Collavini	463
Trapezio	462
Roux Père & Fils	462
Vignerons de l'Enclave	459
Domaine Maillard Père & Fils	459
Valmarino	459
Durón	459
Prieur-Brunet	458
Bodegas Ochoa	458
Château Belair-Monange	458
Château La Bridane (Chateau Moulin de la Bridane)	458
Château du Taillan	458
Veiga Naúm	458
Cappellano	457
Tenuta San Pietro	457
Arribeno	457
Château Tertre Roteboeuf	456
Château du Cartillon	456
J. Rochioli	455
Sol Y Nieve	455
Le Chiuse	455
Château Arnauton	455
Château Trimoulet	454
Castorani	453
Château de la Tour	452
Clos des Jacobins	452
Château Lamothe	452
Château Bessan Ségur	452
Hubert Lignier	451
Bannockburn Vineyards	451
Château Marzy	451
Château de Valois	450
Château Les Hauts-Conseillants	450
DeLoach	450
Campomaggio	450
Jasper Hill	449
Lucien Albrecht	449
Fontaine-Gagnard	449
Yvon Mau	449
Xanadu	448
Château de Caraguilhes	448
Josmeyer	447
Anwilka Vineyard	447
Vinum Cellars	446
Château Faizeau	446
Château de France	446
Château Grange-Neuve	446
La Croix d'Austéran	446
Château Cormeil-Figeac	445
Château Barrail du Blanc	445
Château Margerots	444
Jean-Luc Colombo	444
Château Villemaurine	444
Cerbaiona	443
Cerro Chapeu	443
Château La Tour du Pin Figeac	443
Château Latour à Pomerol	443
Costers del Siurana	443
Jean-Pierre Moueix	442
Candidato	442
Höpler	441
Domaine Confuron-Cotetidot	441
Le Preare	441
Turnbull	441
Château Anthonic	441
Château La Marzelle	440
Château Les Barraillots	440
Château La Grande Clotte	440
Carta de Oro	440
Château Maucamps	440
Cantine di Castignano	439
Lang & Reed	439
Conselve-Sansovino	438
Château Thivin	438
Quinta de la Quietud	438
Casajus	437
Domaine Long Depaquit	437
Château de Bel-Air	436
Corison	436
Château Ramafort	436
Château Lyonnat	436
Viña Aquitania	436
Espiral	436
Domaine des Baumard	435
Adega Cooperativa da Labrugeira	435
Paolo Manzone	435
Pooley	434
Terra d'Aligi	434
Château Tour de Mirambeau	434
Casa Magoni	433
Staglin	433
Domaine Drouhin	433
São Domingos	433
Gómez Cruzado	432
Eisele Vineyard	432
Leyda	432
Cave de Turckheim	432
Jean-Paul Balland	432
Abadía Mantrús	432
Adega de Portalegre Winery	432
Gérard Raphet	431
Château Montviel	431
Clos Fourtet	431
Vigneau-Chevreau	431
Peñalolen	431
Guido Porro	431
Château Tour Baladoz	431
Malevo	430
Castello di Neive	429
Ramsay	429
Château Tour Saint-Christophe	429
Domaine Anne Gros & Jean-Paul Tollot	429
Richeaume	429
Perdeberg	428
Colosi	427
Cartlidge & Browne	427
Balbas	427
Les Cousins Marc & Adrià	426
Domaine du Clos de Tart	426
Domaine de la Croix Senaillet	425
Pirovano	425
Arceno	425
Don Pascual	425
Corte Viola	424
Pietro Sartori	424
Quinta da Lixa	423
Château de Carolle	423
Vallone	423
Domaine Roger Belland	423
Coriole Vineyards	423
Contri	422
Jayer Gilles	422
Bach	422
Reichsgraf von Kesselstatt	421
Domaine Lapierre	421
Woodward Canyon	420
Maipe	420
Château Magdelaine	419
Boscaini Carlo	419
Tenuta Podernovo	419
Rocca di Frassinello	419
Château Falfas	418
Riecine	418
Il Faggio	418
Kollwentz	418
Château Haut-Logat	417
Château de Chambert	416
Bodegas Arrocal	415
Château Bel-Air Lagrave	415
Canneto	414
Castelmaure	414
Alvi's Drift	414
Château Beaulieu	414
Lake's Folly	414
Château Val Joanis	414
Château Troupian	414
Château Guibot	413
Terras de Cartaxo	412
Real Forte	412
Miraval	412
Pierre-Yves Colin-Morey	411
Robert Sirugue	411
Stemmari	411
Jiménez-Landi	411
Moselland	410
Château La Raze Beauvallet	410
Jacobsdal	410
Gran Sasso	410
Château Bourdieu	409
Roland Lavantureux	409
Porto Carras	409
Château Tour Saint Bonnet	409
Château La Chapelle Aux Moines	409
Château Grand Corbin Manuel	409
Château Landat	409
CHANDON Argentina	409
Château Soudars	408
Atlas Peak	408
Château du Moulin Rouge	408
Château Magnan La Gaffelière	408
Witwe Dr. H. Thanisch Erben Müller-Burggraef	408
Galius	408
Bear Flag	407
Château Peyre-Lebade	407
Montevina	406
Couvent des Jacobins	406
Traslascuestas	405
Moncaro	405
Château Méaume	405
Calera	405
Department 66	404
Quinta das Bágeiras	404
Cantine Povero	404
Dugat-Py	404
Conti Neri	404
Château Haut-Cadet	404
Château La Commanderie	403
Château Bégadanet	403
Chateau de Fonsalette	403
Clos Beauregard	402
Château Villars	402
Gramenon	402
Weingut Bründlmayer	402
Aldo Rainoldi	401
Azienda Agricola La Torre	401
Domaine Thierry Mortet	401
Avantis	401
Château Le Sartre	401
El Angosto	400
Château Béard La Chapelle	400
Nicosia	400
Château Fonbadet	399
S.A. Prüm	399
Château Plagnac	399
Château Couhins	399
Sassaie	399
Château La Croix St. Georges	399
Caves São Bento	399
Mas Saint Louis	398
Claude Riffault	398
Jean Guillot	397
Pierre Sparr	397
Château Pontac Lynch	396
Château Jacques Blanc	396
Smoking Loon	396
Les Vignerons de Buzet	396
Bodegas Pedro Escudero	395
Trentadue	395
Berri Estates	395
Godeval	394
Château Juguet	394
Massaya	394
Marqués de Requena	394
Sur de Los Andes	394
Château Patache d'Aux	393
Domaine du Banneret	392
Albino Armani	392
Château Cantenac	391
Jean Bourdy	391
Château Branda	391
Château Verdignan	391
El Cielo	390
Château Plaisance	390
Claus Preisinger	390
Château Tournefeuille	390
Contucci	390
Château Guillemin La Gaffelière	390
Château Bernateau	389
Viña Valoria	389
Radikon	389
Moillard	389
Borgo Salcetino	388
Sumarroca	388
Château Bellefont-Belcier	388
Massandra (Массандра)	388
Château Vieux Chevrol	387
Château Roquegrave	387
Wild Horse	387
Château Griviére	387
Clemens Busch	386
Erbhof Unterganzner	386
Mateus	386
MonteMajone	385
Paso Grande	385
Giuseppe Rinaldi	385
Magnifico	385
Château Picard	385
Voyager Estate	384
Hatzidakis	384
Château Ducluzeau	384
Bottega Vinai	383
Château Le Gay	383
Giaconda	383
Artuke	383
Vieux Chateau du Terme	383
Vinarija Benkovac-Korlat Vina	382
Vignamaggio	382
Henri Bonneau	382
Château Pontet-Fumet	381
Domaine Michelot	380
Château Rousselle	380
Château Bel-Orme Tronquoy de Lalande	379
Château Moulin Haut-Laroque	379
Famille Berrouet	379
Château Trotte Vieille	378
Château de Ségriés	378
Hoya de Cadenas	378
Rémi Jobard	377
I Dogi Neri	377
Viviani	377
Château d'Anglès	377
Louis Carillon et Fils	377
Kitchen Sink	376
RAR	376
Barbanera	376
Herdade das Mouras	376
Jarvis	376
Domaine de Fontsainte	376
Proyecto Garnachas de España	376
7 Cascine	376
Domaine La Roquète	374
Luciano Arduini	374
Cantina Miglianico	374
Vignerons de Caractere	374
Dugladze	373
Casa Emma	373
1907	373
Saintsbury	373
Cellers Unió	373
Viña Extremeña	373
Ilurce	373
Annabella	371
William Cole	371
Redman	371
